Longitude,Latitude,Mean,100,250,500,700,850,1000
37.5,55.0,0.0,0.145,0.267,0.246,0.234,0.327,0.343
38.0,54.5,0.0,0.031,0.057,0.075,0.136,0.218,0.279
38.5,54.0,0.0,0.165,0.307,0.315,0.343,0.479,0.455
39.0,53.0,0.0,0.031,0.057,0.075,0.136,0.217,0.279
39.0,53.5,0.0,0.214,0.4,0.431,0.648,1.018,0.928
39.5,53.0,0.0,0.031,0.057,0.075,0.136,0.217,0.279
39.5,55.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
40.0,52.5,0.0,0.049,0.099,0.25,0.507,0.811,0.768
40.0,54.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
40.0,55.0,0.0,0.094,0.174,0.157,0.201,0.307,0.358
40.5,52.0,0.0,0.079,0.146,0.14,0.19,0.29,0.331
40.5,54.0,0.0,0.061,0.113,0.125,0.194,0.302,0.359
41.0,51.0,0.0,0.095,0.177,0.187,0.272,0.417,0.465
41.0,51.5,0.0,0.051,0.094,0.105,0.165,0.258,0.318
41.0,54.0,0.0,0.214,0.4,0.468,0.592,0.777,0.647
41.0,56.0,0.0,0.031,0.057,0.075,0.136,0.218,0.283
41.5,50.5,0.0,0.092,0.171,0.178,0.263,0.406,0.456
41.5,53.5,0.0,0.031,0.057,0.075,0.136,0.217,0.282
41.5,55.5,0.0,0.036,0.067,0.085,0.149,0.238,0.302
42.0,50.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
42.0,50.5,0.0,0.065,0.119,0.121,0.178,0.276,0.334
42.0,52.5,0.0,0.076,0.14,0.142,0.204,0.313,0.351
42.0,53.0,0.0,0.027,0.049,0.068,0.127,0.205,0.27
42.0,54.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
42.0,55.0,0.0,0.031,0.057,0.075,0.136,0.218,0.283
42.5,49.5,0.0,0.018,0.032,0.05,0.103,0.17,0.24
42.5,52.0,0.0,0.041,0.075,0.091,0.153,0.242,0.304
42.5,54.0,0.0,0.058,0.108,0.12,0.185,0.288,0.345
42.5,56.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
43.0,48.5,0.0,0.037,0.067,0.083,0.144,0.229,0.293
43.0,49.0,0.0,0.032,0.058,0.076,0.137,0.219,0.284
43.0,51.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
43.0,51.5,0.0,0.041,0.075,0.092,0.156,0.248,0.31
43.0,54.0,0.0,0.031,0.057,0.075,0.136,0.218,0.279
43.0,55.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
43.0,56.0,0.0,0.031,0.057,0.075,0.136,0.218,0.283
43.5,48.0,0.0,0.036,0.067,0.083,0.144,0.229,0.293
43.5,51.0,0.0,0.033,0.06,0.078,0.139,0.222,0.287
43.5,53.0,0.0,0.111,0.208,0.2,0.259,0.39,0.407
43.5,53.5,0.0,0.031,0.057,0.075,0.136,0.217,0.279
43.5,55.0,0.0,0.031,0.057,0.075,0.136,0.218,0.279
43.5,56.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
44.0,47.5,0.0,0.095,0.175,0.154,0.16,0.236,0.286
44.0,50.5,0.0,0.087,0.161,0.147,0.194,0.297,0.351
44.0,52.5,0.0,0.076,0.141,0.148,0.213,0.327,0.361
44.0,54.5,0.0,0.031,0.057,0.075,0.136,0.218,0.279
44.0,56.0,0.0,0.073,0.136,0.153,0.239,0.372,0.425
44.5,47.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
44.5,49.5,0.0,0.031,0.057,0.075,0.136,0.217,0.282
44.5,50.0,0.0,0.021,0.037,0.056,0.113,0.185,0.253
44.5,51.5,0.0,0.031,0.057,0.075,0.136,0.217,0.279
44.5,52.0,0.0,0.117,0.239,0.374,0.626,0.978,0.892
44.5,53.5,0.0,0.031,0.057,0.075,0.136,0.218,0.279
44.5,54.0,0.0,0.031,0.057,0.075,0.136,0.218,0.279
44.5,55.5,0.0,0.145,0.281,0.379,0.676,1.072,0.978
44.5,56.0,0.0,0.031,0.057,0.075,0.136,0.218,0.279
44.5,57.0,0.0,0.055,0.103,0.13,0.228,0.361,0.421
45.0,46.0,0.0,0.11,0.221,0.345,0.618,0.98,1.026
45.0,46.5,0.0,0.027,0.049,0.068,0.128,0.207,0.273
45.0,48.5,0.0,0.068,0.124,0.125,0.182,0.283,0.34
45.0,49.0,0.0,0.071,0.131,0.13,0.186,0.288,0.344
45.0,51.0,0.0,0.031,0.057,0.075,0.136,0.217,0.279
45.0,53.5,0.0,0.031,0.057,0.075,0.136,0.217,0.279
45.0,55.0,0.0,0.031,0.057,0.075,0.136,0.218,0.279
45.0,56.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
45.5,45.0,0.0,0.189,0.345,0.242,0.087,0.086,0.115
45.5,45.5,0.0,0.192,0.358,0.477,0.87,1.384,1.423
45.5,48.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
45.5,50.5,0.0,0.031,0.057,0.075,0.136,0.217,0.282
45.5,51.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
45.5,52.5,0.0,0.055,0.102,0.115,0.181,0.282,0.327
45.5,53.0,0.0,0.023,0.041,0.057,0.111,0.181,0.25
45.5,54.5,0.0,0.031,0.057,0.075,0.136,0.218,0.279
45.5,56.0,0.0,0.031,0.057,0.075,0.136,0.218,0.282
46.0,44.5,0.0,0.135,0.249,0.258,0.362,0.555,0.597
46.0,47.5,0.0,0.031,0.057,0.075,0.136,0.217,0.282
46.0,48.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
46.0,50.0,0.0,0.045,0.083,0.095,0.155,0.244,0.305
46.0,52.0,0.0,0.031,0.057,0.075,0.136,0.217,0.283
46.0,53.5,0.0,0.031,0.057,0.075,0.136,0.217,0.279
46.0,54.0,0.0,0.031,0.057,0.075,0.136,0.218,0.279
46.0,55.0,0.0,0.031,0.057,0.075,0.136,0.218,0.283
46.0,55.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
46.0,56.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
46.0,57.0,0.0,0.03,0.063,0.333,0.748,1.192,1.235
46.5,44.0,0.0,0.168,0.308,0.243,0.163,0.21,0.237
46.5,44.5,0.0,0.051,0.093,0.105,0.172,0.271,0.332
46.5,46.5,0.0,0.026,0.047,0.066,0.124,0.2,0.267
46.5,47.0,0.0,0.024,0.044,0.061,0.115,0.187,0.253
46.5,49.0,0.0,0.032,0.058,0.076,0.137,0.219,0.284
46.5,49.5,0.0,0.031,0.057,0.075,0.136,0.217,0.282
46.5,51.0,0.0,0.128,0.235,0.278,0.401,0.595,0.62
46.5,51.5,0.0,0.032,0.059,0.077,0.138,0.221,0.286
46.5,53.0,0.0,0.031,0.057,0.075,0.136,0.217,0.279
46.5,55.0,0.0,0.058,0.108,0.118,0.181,0.282,0.339
46.5,56.5,0.0,0.056,0.106,0.146,0.271,0.433,0.494
47.0,43.5,0.0,0.157,0.293,0.296,0.336,0.494,0.521
47.0,46.0,0.0,0.054,0.126,0.335,0.59,0.927,0.966
47.0,48.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
47.0,48.5,0.0,0.078,0.143,0.139,0.198,0.306,0.362
47.0,50.5,0.0,0.144,0.265,0.268,0.332,0.495,0.527
47.0,52.5,0.0,0.031,0.057,0.075,0.136,0.217,0.281
47.0,54.0,0.0,0.031,0.057,0.075,0.136,0.218,0.279
47.0,54.5,0.0,0.032,0.058,0.077,0.139,0.222,0.283
47.0,55.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
47.0,56.0,0.0,0.031,0.057,0.075,0.136,0.218,0.283
47.0,57.0,0.0,0.055,0.103,0.129,0.22,0.347,0.406
47.0,57.5,0.0,0.0,0.001,0.421,0.956,1.497,1.515
47.5,45.0,0.0,0.04,0.073,0.09,0.156,0.247,0.31
47.5,45.5,0.0,0.803,1.514,1.843,2.897,4.443,4.289
47.5,47.5,0.0,0.039,0.073,0.091,0.158,0.251,0.314
47.5,50.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
47.5,50.5,0.0,0.109,0.202,0.174,0.214,0.325,0.374
47.5,52.0,0.0,0.075,0.139,0.142,0.202,0.312,0.366
47.5,53.5,0.0,0.031,0.057,0.075,0.136,0.217,0.279
47.5,55.0,0.0,0.031,0.057,0.075,0.136,0.218,0.279
47.5,56.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
47.5,57.5,0.0,0.037,0.068,0.088,0.156,0.248,0.311
48.0,44.5,0.0,0.056,0.114,0.26,0.502,0.798,0.848
48.0,47.0,0.0,0.012,0.037,0.244,0.498,0.792,0.843
48.0,47.5,0.0,0.076,0.14,0.143,0.209,0.324,0.378
48.0,49.0,0.0,0.027,0.049,0.068,0.128,0.206,0.272
48.0,49.5,0.0,0.029,0.054,0.072,0.132,0.213,0.278
48.0,51.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
48.0,51.5,0.0,0.031,0.057,0.075,0.136,0.217,0.283
48.0,52.5,0.0,0.031,0.057,0.075,0.136,0.217,0.283
48.0,53.0,0.0,0.031,0.057,0.075,0.136,0.217,0.283
48.0,54.0,0.0,0.031,0.057,0.075,0.136,0.218,0.282
48.0,54.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
48.0,55.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
48.0,56.0,0.0,0.031,0.057,0.075,0.136,0.218,0.283
48.0,57.0,0.0,0.045,0.084,0.107,0.186,0.295,0.356
48.5,44.0,0.0,0.08,0.162,0.308,0.552,0.871,0.915
48.5,46.0,0.0,0.072,0.159,0.379,0.669,1.049,1.215
48.5,46.5,0.0,0.098,0.213,0.432,0.749,1.174,1.202
48.5,48.0,0.0,0.071,0.132,0.14,0.21,0.327,0.383
48.5,48.5,0.0,0.064,0.119,0.126,0.19,0.295,0.353
48.5,50.0,0.0,0.036,0.066,0.083,0.145,0.231,0.295
48.5,50.5,0.0,0.031,0.057,0.075,0.136,0.217,0.282
48.5,52.0,0.0,0.147,0.271,0.293,0.363,0.527,0.548
48.5,53.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
48.5,55.0,0.0,0.024,0.044,0.062,0.119,0.193,0.26
48.5,56.5,0.0,0.095,0.176,0.19,0.27,0.413,0.46
48.5,58.0,0.0,0.055,0.101,0.119,0.191,0.299,0.358
49.0,45.0,0.0,0.053,0.098,0.113,0.183,0.288,0.361
49.0,45.5,0.0,0.154,0.286,0.37,0.653,1.035,1.213
49.0,47.5,0.0,0.082,0.152,0.162,0.245,0.38,0.432
49.0,49.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
49.0,49.5,0.0,0.113,0.21,0.212,0.3,0.46,0.506
49.0,51.0,0.0,0.031,0.056,0.074,0.135,0.216,0.281
49.0,51.5,0.0,0.039,0.072,0.092,0.159,0.252,0.315
49.0,53.0,0.0,0.056,0.104,0.109,0.164,0.256,0.315
49.0,54.5,0.0,0.0,0.0,0.029,0.112,0.193,0.268
49.0,55.0,0.0,0.031,0.056,0.075,0.135,0.217,0.282
49.0,56.0,0.0,0.031,0.057,0.075,0.136,0.218,0.283
49.0,57.0,0.0,0.137,0.254,0.307,0.508,0.766,0.698
49.0,57.5,0.0,0.161,0.299,0.359,0.587,0.918,0.948
49.5,44.0,0.0,0.047,0.097,0.244,0.464,0.729,0.858
49.5,44.5,0.0,0.053,0.107,0.246,0.479,0.758,0.895
49.5,46.5,0.0,0.116,0.235,0.39,0.675,1.061,1.231
49.5,47.0,0.0,0.158,0.298,0.402,0.734,1.169,1.369
49.5,49.0,0.0,0.066,0.124,0.157,0.276,0.438,0.496
49.5,50.5,0.0,0.032,0.059,0.077,0.139,0.222,0.287
49.5,51.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
49.5,52.0,0.0,0.031,0.057,0.075,0.136,0.217,0.282
49.5,52.5,0.0,0.031,0.057,0.075,0.136,0.217,0.282
49.5,53.5,0.0,0.031,0.057,0.075,0.136,0.218,0.283
49.5,54.0,0.0,0.031,0.057,0.075,0.136,0.218,0.283
49.5,55.0,0.0,0.117,0.214,0.211,0.26,0.384,0.422
49.5,55.5,0.0,0.112,0.205,0.176,0.204,0.3,0.343
49.5,56.5,0.0,0.037,0.068,0.085,0.147,0.233,0.297
