Longitude,Latitude,Mean,100,250,500,700,850,1000
49.0,47.5,0.0,3.502,0.348,0.143,0.094,0.074,0.056
49.5,48.0,0.0,3.385,0.344,0.142,0.093,0.073,0.056
49.5,48.5,0.0,3.665,0.354,0.144,0.094,0.074,0.056
49.5,49.0,0.0,3.268,0.339,0.141,0.093,0.074,0.056
49.5,49.5,0.0,3.264,0.339,0.141,0.094,0.074,0.056
49.5,50.0,0.0,3.112,0.334,0.14,0.093,0.073,0.056
49.5,50.5,0.0,3.812,0.358,0.145,0.094,0.074,0.056
49.5,51.0,0.0,3.28,0.34,0.141,0.093,0.074,0.056
50.0,51.5,0.0,3.586,0.351,0.143,0.094,0.074,0.056
50.0,52.0,0.0,3.424,0.345,0.142,0.094,0.074,0.056
50.0,52.5,0.0,3.566,0.35,0.143,0.094,0.074,0.056
50.0,53.0,0.0,3.774,0.357,0.145,0.094,0.074,0.056
50.0,53.5,0.0,3.733,0.355,0.144,0.094,0.074,0.056
50.0,54.0,0.0,3.761,0.356,0.144,0.094,0.074,0.056
50.0,54.5,0.0,3.029,0.332,0.141,0.095,0.075,0.057
50.0,55.0,0.0,3.364,0.344,0.142,0.094,0.074,0.056
50.5,55.5,0.0,3.818,0.358,0.145,0.094,0.074,0.056
50.5,56.0,0.0,3.189,0.338,0.141,0.094,0.074,0.057
50.5,56.5,0.0,3.761,0.356,0.145,0.094,0.074,0.056
50.5,57.0,0.0,3.445,0.347,0.143,0.094,0.074,0.056
50.5,57.5,0.0,4.111,0.367,0.147,0.095,0.075,0.057
50.5,58.0,0.0,3.983,0.363,0.146,0.095,0.074,0.057
50.5,58.5,0.0,3.952,0.362,0.146,0.095,0.074,0.057
50.5,59.0,0.0,3.96,0.363,0.146,0.095,0.074,0.057
51.0,47.5,0.0,3.715,0.355,0.145,0.094,0.074,0.056
51.0,48.0,0.0,3.625,0.352,0.144,0.094,0.074,0.056
51.0,59.5,0.0,4.016,0.364,0.147,0.095,0.074,0.057
51.0,60.0,0.0,3.424,0.346,0.143,0.094,0.074,0.056
51.0,60.5,0.0,4.036,0.365,0.147,0.095,0.074,0.057
51.0,61.0,0.0,3.819,0.358,0.145,0.094,0.074,0.056
51.0,61.5,0.0,3.853,0.359,0.145,0.094,0.074,0.056
51.0,62.0,0.0,4.053,0.365,0.147,0.095,0.074,0.057
51.0,62.5,0.0,4.276,0.371,0.148,0.095,0.075,0.057
51.0,63.0,0.0,3.96,0.362,0.146,0.095,0.074,0.057
51.0,63.5,0.0,3.658,0.353,0.144,0.094,0.074,0.056
51.0,64.0,0.0,3.218,0.339,0.141,0.094,0.074,0.057
51.5,48.5,0.0,3.554,0.35,0.143,0.094,0.074,0.056
51.5,49.0,0.0,2.667,0.313,0.135,0.092,0.072,0.055
51.5,49.5,0.0,2.841,0.323,0.138,0.094,0.074,0.057
51.5,50.0,0.0,3.283,0.34,0.141,0.093,0.073,0.056
51.5,50.5,0.0,3.167,0.336,0.14,0.093,0.073,0.056
51.5,51.0,0.0,3.242,0.339,0.141,0.093,0.074,0.056
51.5,64.5,0.0,3.759,0.356,0.145,0.094,0.074,0.057
51.5,65.0,0.0,4.139,0.368,0.147,0.095,0.074,0.057
51.5,65.5,0.0,4.038,0.365,0.147,0.095,0.075,0.057
51.5,66.0,0.0,4.329,0.372,0.148,0.095,0.074,0.057
51.5,66.5,0.0,3.823,0.358,0.145,0.094,0.074,0.056
51.5,67.0,0.0,4.311,0.373,0.149,0.096,0.075,0.057
51.5,67.5,0.0,3.819,0.358,0.145,0.094,0.074,0.057
51.5,68.0,0.0,3.898,0.36,0.146,0.094,0.074,0.056
51.5,68.5,0.0,3.669,0.353,0.144,0.094,0.074,0.056
51.5,69.0,0.0,4.398,0.375,0.149,0.096,0.075,0.057
51.5,69.5,0.0,4.918,0.388,0.152,0.097,0.076,0.057
51.5,70.0,0.0,5.063,0.392,0.153,0.098,0.076,0.058
51.5,70.5,0.0,4.654,0.382,0.151,0.097,0.076,0.057
51.5,71.0,0.0,4.382,0.374,0.149,0.096,0.075,0.057
52.0,51.5,0.0,3.216,0.338,0.141,0.094,0.074,0.057
52.0,52.0,0.0,3.265,0.34,0.141,0.094,0.074,0.056
52.0,52.5,0.0,3.233,0.339,0.141,0.094,0.074,0.056
52.0,53.0,0.0,3.412,0.345,0.142,0.094,0.074,0.056
52.0,53.5,0.0,3.937,0.362,0.145,0.093,0.073,0.056
52.0,54.0,0.0,3.842,0.359,0.145,0.094,0.074,0.056
