Longitude,Latitude,Mean,100,250,500,700,850,1000
32.0,60.0,0.0,3.485,0.348,0.143,0.094,0.074,0.056
32.0,60.5,0.0,3.514,0.349,0.143,0.094,0.074,0.056
32.0,61.0,0.0,4.111,0.367,0.147,0.095,0.074,0.057
32.0,61.5,0.0,4.457,0.378,0.15,0.097,0.076,0.057
32.0,62.0,0.0,4.537,0.38,0.15,0.096,0.075,0.057
32.0,62.5,0.0,4.373,0.375,0.149,0.096,0.075,0.057
32.0,63.0,0.0,4.383,0.375,0.149,0.096,0.075,0.058
32.0,63.5,0.0,4.539,0.379,0.151,0.096,0.076,0.058
32.0,64.0,0.0,4.48,0.378,0.15,0.096,0.075,0.058
32.0,64.5,0.0,4.434,0.376,0.15,0.096,0.075,0.057
32.5,65.0,0.0,4.396,0.375,0.149,0.096,0.075,0.057
32.5,65.5,0.0,4.457,0.377,0.15,0.096,0.075,0.057
32.5,66.0,0.0,4.318,0.373,0.149,0.096,0.075,0.057
32.5,66.5,0.0,4.368,0.374,0.149,0.096,0.075,0.057
32.5,67.0,0.0,4.285,0.372,0.148,0.095,0.075,0.057
32.5,67.5,0.0,4.146,0.368,0.148,0.095,0.075,0.057
32.5,68.0,0.0,4.23,0.37,0.148,0.095,0.075,0.057
32.5,68.5,0.0,4.362,0.373,0.149,0.096,0.075,0.057
32.5,69.0,0.0,4.589,0.38,0.151,0.097,0.076,0.058
32.5,69.5,0.0,4.355,0.373,0.149,0.096,0.075,0.057
32.5,70.0,0.0,4.282,0.371,0.148,0.095,0.075,0.057
32.5,70.5,0.0,4.374,0.373,0.149,0.096,0.075,0.057
34.0,60.0,0.0,3.556,0.35,0.143,0.094,0.074,0.056
34.5,60.5,0.0,3.6,0.352,0.144,0.094,0.074,0.056
34.5,61.0,0.0,3.851,0.36,0.146,0.094,0.074,0.056
34.5,61.5,0.0,4.147,0.369,0.148,0.096,0.075,0.057
34.5,62.0,0.0,4.18,0.37,0.148,0.096,0.075,0.057
34.5,62.5,0.0,4.43,0.377,0.15,0.096,0.076,0.057
35.0,63.0,0.0,4.177,0.369,0.148,0.095,0.075,0.057
35.0,63.5,0.0,4.088,0.367,0.147,0.095,0.075,0.057
35.0,64.0,0.0,4.21,0.37,0.148,0.095,0.075,0.057
35.0,64.5,0.0,4.249,0.371,0.149,0.096,0.075,0.057
35.0,65.0,0.0,4.283,0.372,0.149,0.096,0.075,0.057
35.5,65.5,0.0,4.013,0.364,0.147,0.095,0.075,0.057
35.5,66.0,0.0,4.122,0.368,0.148,0.096,0.075,0.057
35.5,66.5,0.0,4.16,0.369,0.148,0.096,0.075,0.057
35.5,67.0,0.0,4.131,0.367,0.148,0.095,0.075,0.057
35.5,67.5,0.0,4.069,0.365,0.147,0.094,0.074,0.057
36.0,60.0,0.0,3.514,0.349,0.143,0.094,0.074,0.057
36.0,68.0,0.0,4.095,0.366,0.147,0.095,0.074,0.057
36.0,68.5,0.0,4.396,0.374,0.149,0.096,0.075,0.058
36.0,69.0,0.0,4.453,0.376,0.15,0.096,0.076,0.057
36.0,69.5,0.0,4.57,0.378,0.15,0.096,0.075,0.057
36.5,60.0,0.0,4.053,0.366,0.147,0.095,0.074,0.057
36.5,60.5,0.0,3.966,0.363,0.147,0.095,0.074,0.057
36.5,61.0,0.0,4.227,0.371,0.148,0.095,0.075,0.057
36.5,61.5,0.0,4.183,0.37,0.148,0.095,0.075,0.057
36.5,70.0,0.0,4.69,0.381,0.151,0.097,0.076,0.057
36.5,70.5,0.0,4.33,0.372,0.149,0.096,0.075,0.057
37.0,62.0,0.0,4.186,0.37,0.148,0.096,0.075,0.057
37.0,62.5,0.0,4.412,0.376,0.15,0.096,0.075,0.057
37.0,63.0,0.0,4.388,0.375,0.15,0.096,0.075,0.058
37.0,63.5,0.0,4.243,0.371,0.149,0.096,0.075,0.057
37.5,64.0,0.0,4.415,0.376,0.15,0.096,0.075,0.057
37.5,64.5,0.0,4.069,0.366,0.147,0.095,0.075,0.057
37.5,65.0,0.0,4.202,0.37,0.148,0.096,0.075,0.057
37.5,65.5,0.0,4.069,0.366,0.147,0.095,0.075,0.057
38.0,59.5,0.0,3.362,0.343,0.142,0.093,0.074,0.057
38.0,60.0,0.0,3.761,0.357,0.145,0.094,0.074,0.056
38.0,60.5,0.0,3.762,0.357,0.145,0.094,0.074,0.056
38.0,66.0,0.0,4.201,0.369,0.148,0.095,0.075,0.057
38.0,66.5,0.0,4.164,0.368,0.148,0.095,0.075,0.057
38.0,67.0,0.0,3.936,0.362,0.146,0.095,0.075,0.057
38.5,61.0,0.0,3.793,0.358,0.145,0.094,0.074,0.056
38.5,61.5,0.0,4.143,0.369,0.148,0.095,0.075,0.057
38.5,62.0,0.0,4.072,0.367,0.147,0.095,0.075,0.057
38.5,67.0,0.0,3.632,0.352,0.144,0.094,0.074,0.057
38.5,67.5,0.0,3.98,0.362,0.146,0.094,0.074,0.057
38.5,68.0,0.0,4.294,0.37,0.148,0.095,0.074,0.057
38.5,68.5,0.0,3.986,0.362,0.146,0.094,0.074,0.057
39.0,62.5,0.0,4.117,0.368,0.148,0.095,0.075,0.057
39.0,63.0,0.0,4.149,0.369,0.148,0.095,0.075,0.057
39.0,63.5,0.0,4.175,0.369,0.148,0.096,0.075,0.057
39.0,69.0,0.0,4.742,0.383,0.151,0.097,0.076,0.058
39.0,69.5,0.0,4.676,0.381,0.151,0.097,0.076,0.057
39.0,70.0,0.0,4.371,0.372,0.148,0.095,0.075,0.057
39.5,59.5,0.0,4.416,0.376,0.149,0.095,0.075,0.057
39.5,60.0,0.0,3.952,0.363,0.146,0.095,0.074,0.057
39.5,64.0,0.0,4.28,0.372,0.149,0.096,0.075,0.057
39.5,64.5,0.0,3.876,0.36,0.146,0.095,0.074,0.057
39.5,65.0,0.0,4.075,0.366,0.147,0.095,0.075,0.057
39.5,70.5,0.0,4.844,0.385,0.152,0.097,0.076,0.058
40.0,60.5,0.0,3.849,0.36,0.146,0.094,0.074,0.057
40.0,61.0,0.0,3.694,0.355,0.144,0.094,0.074,0.057
40.0,61.5,0.0,3.775,0.357,0.145,0.094,0.074,0.056
40.0,65.5,0.0,4.193,0.37,0.148,0.096,0.075,0.057
40.0,66.0,0.0,3.981,0.363,0.147,0.095,0.075,0.057
40.5,62.0,0.0,3.714,0.355,0.144,0.094,0.074,0.056
40.5,62.5,0.0,3.806,0.358,0.145,0.094,0.074,0.057
40.5,63.0,0.0,4.162,0.369,0.148,0.095,0.075,0.057
40.5,66.5,0.0,4.055,0.365,0.147,0.095,0.074,0.057
40.5,67.0,0.0,4.139,0.367,0.147,0.095,0.074,0.057
40.5,67.5,0.0,3.504,0.348,0.143,0.094,0.074,0.056
41.0,59.5,0.0,3.177,0.336,0.141,0.093,0.074,0.057
41.0,60.0,0.0,3.752,0.357,0.145,0.094,0.074,0.057
41.0,60.5,0.0,3.808,0.358,0.145,0.094,0.074,0.057
41.0,63.5,0.0,4.063,0.366,0.147,0.095,0.075,0.057
41.0,64.0,0.0,4.165,0.368,0.148,0.095,0.074,0.057
41.0,68.0,0.0,3.851,0.358,0.145,0.094,0.074,0.056
41.0,68.5,0.0,3.809,0.357,0.145,0.094,0.074,0.056
41.5,61.0,0.0,3.669,0.354,0.144,0.094,0.074,0.057
41.5,61.5,0.0,3.699,0.355,0.145,0.094,0.074,0.056
