Longitude,Latitude,Mean,100,250,500,700,850,1000
36.0,55.5,0.0,3.558,0.35,0.143,0.094,0.074,0.057
36.0,56.0,0.0,3.512,0.349,0.143,0.094,0.074,0.057
36.0,56.5,0.0,3.91,0.361,0.145,0.094,0.073,0.057
36.0,57.0,0.0,2.998,0.33,0.141,0.097,0.077,0.059
36.5,57.5,0.0,3.154,0.336,0.141,0.094,0.074,0.057
36.5,58.0,0.0,3.912,0.362,0.145,0.094,0.073,0.057
36.5,58.5,0.0,3.613,0.352,0.144,0.094,0.074,0.057
36.5,59.0,0.0,3.878,0.361,0.146,0.095,0.074,0.057
36.5,59.5,0.0,3.947,0.363,0.146,0.095,0.074,0.057
36.5,60.0,0.0,3.948,0.363,0.146,0.095,0.074,0.057
36.5,60.5,0.0,4.15,0.369,0.148,0.095,0.075,0.057
36.5,61.0,0.0,4.036,0.365,0.147,0.095,0.075,0.057
36.5,61.5,0.0,3.996,0.365,0.147,0.095,0.074,0.057
36.5,62.0,0.0,3.983,0.364,0.147,0.095,0.074,0.057
37.0,62.5,0.0,4.133,0.369,0.148,0.095,0.075,0.057
37.0,63.0,0.0,4.106,0.367,0.147,0.095,0.074,0.057
37.0,63.5,0.0,4.121,0.368,0.147,0.095,0.074,0.057
37.0,64.0,0.0,4.22,0.371,0.148,0.095,0.075,0.057
37.0,64.5,0.0,4.448,0.377,0.15,0.096,0.075,0.057
37.0,65.0,0.0,4.4,0.376,0.15,0.096,0.076,0.057
37.0,65.5,0.0,4.397,0.376,0.15,0.097,0.076,0.058
37.0,66.0,0.0,4.171,0.369,0.148,0.096,0.075,0.057
37.0,66.5,0.0,4.488,0.378,0.15,0.096,0.075,0.057
37.0,67.0,0.0,4.376,0.374,0.149,0.096,0.075,0.057
37.0,67.5,0.0,4.519,0.378,0.15,0.096,0.075,0.058
37.5,68.0,0.0,4.258,0.371,0.148,0.096,0.075,0.057
37.5,68.5,0.0,4.504,0.377,0.149,0.095,0.075,0.057
37.5,69.0,0.0,3.276,0.341,0.141,0.093,0.073,0.056
37.5,69.5,0.0,3.955,0.362,0.146,0.094,0.074,0.056
37.5,70.0,0.0,4.367,0.373,0.149,0.096,0.075,0.057
37.5,70.5,0.0,4.852,0.386,0.152,0.098,0.077,0.058
37.5,71.0,0.0,4.812,0.385,0.152,0.097,0.076,0.058
37.5,71.5,0.0,4.87,0.386,0.152,0.097,0.076,0.058
38.0,55.5,0.0,3.48,0.347,0.143,0.094,0.074,0.057
38.5,56.0,0.0,3.874,0.361,0.145,0.093,0.073,0.056
38.5,56.5,0.0,2.974,0.328,0.139,0.094,0.075,0.058
38.5,57.0,0.0,3.513,0.349,0.143,0.094,0.074,0.057
38.5,57.5,0.0,3.068,0.332,0.14,0.094,0.075,0.058
38.5,58.0,0.0,3.425,0.346,0.142,0.094,0.074,0.057
38.5,58.5,0.0,3.623,0.353,0.144,0.094,0.074,0.057
39.0,59.0,0.0,4.044,0.367,0.147,0.095,0.074,0.057
39.0,59.5,0.0,4.046,0.366,0.147,0.095,0.074,0.057
39.0,60.0,0.0,3.969,0.364,0.147,0.095,0.074,0.057
39.0,60.5,0.0,4.035,0.366,0.147,0.095,0.074,0.057
39.0,61.0,0.0,4.014,0.365,0.147,0.095,0.074,0.057
39.5,61.5,0.0,4.054,0.366,0.147,0.095,0.074,0.057
39.5,62.0,0.0,3.954,0.363,0.146,0.095,0.074,0.057
39.5,62.5,0.0,3.985,0.364,0.147,0.095,0.074,0.057
39.5,63.0,0.0,4.067,0.366,0.147,0.095,0.074,0.057
39.5,63.5,0.0,4.239,0.371,0.148,0.095,0.075,0.057
40.0,55.0,0.0,3.943,0.363,0.145,0.093,0.073,0.056
40.0,55.5,0.0,3.317,0.342,0.142,0.094,0.074,0.057
40.0,56.0,0.0,3.418,0.345,0.142,0.094,0.074,0.057
40.0,56.5,0.0,3.512,0.349,0.143,0.094,0.074,0.057
40.0,64.0,0.0,4.176,0.369,0.148,0.095,0.075,0.057
40.0,64.5,0.0,4.602,0.381,0.151,0.096,0.076,0.057
40.0,65.0,0.0,4.449,0.377,0.15,0.096,0.075,0.057
40.0,65.5,0.0,4.53,0.379,0.15,0.096,0.075,0.057
40.0,66.0,0.0,4.331,0.374,0.149,0.096,0.075,0.057
40.0,66.5,0.0,4.154,0.369,0.148,0.096,0.075,0.057
40.5,57.0,0.0,3.575,0.351,0.143,0.094,0.074,0.057
40.5,57.5,0.0,3.639,0.353,0.144,0.094,0.074,0.057
40.5,58.0,0.0,3.36,0.343,0.142,0.093,0.074,0.056
40.5,58.5,0.0,4.085,0.368,0.147,0.095,0.075,0.057
40.5,67.0,0.0,4.469,0.377,0.15,0.097,0.076,0.058
40.5,67.5,0.0,4.496,0.378,0.15,0.096,0.076,0.057
